Date,Open,High,Low,Close,Adj Close,Volume,Name
6/13/2019,175.529999,178.029999,174.610001,177.470001,177.470001,12253600,Facebook
6/14/2019,180.509995,181.839996,180,181.330002,181.330002,16773700,Facebook
6/17/2019,185.009995,189.5,184.410004,189.009995,189.009995,29459900,Facebook
6/18/2019,194,194.529999,187.279999,188.470001,188.470001,37571400,Facebook
6/19/2019,187,188.100006,184.550003,187.479996,187.479996,21417100,Facebook
6/20/2019,190.949997,191.160004,187.639999,189.529999,189.529999,14635700,Facebook
6/21/2019,188.75,192,188.75,191.139999,191.139999,22751200,Facebook
6/24/2019,192.419998,193.979996,191.570007,192.600006,192.600006,15509000,Facebook
6/25/2019,192.880005,193.139999,188.130005,188.839996,188.839996,16750300,Facebook
6/26/2019,189.539993,190.759995,187.309998,187.660004,187.660004,12808600,Facebook
6/27/2019,189.880005,198.880005,188.270004,189.5,189.5,11159000,Facebook
6/28/2019,190.550003,193.199997,189.940002,193,193,16378900,Facebook
7/1/2019,195.210007,195.279999,191.929993,193,193,14204700,Facebook
7/2/2019,193,195,192.710007,195,195,9050000,Facebook
7/3/2019,194.160004,197.399994,194.160004,197.199997,197.199997,10246100,Facebook
7/5/2019,196.179993,197.070007,194.169998,196.399994,196.399994,11164100,Facebook
7/8/2019,195.190002,196.679993,193.639999,195.759995,195.759995,9723900,Facebook
7/9/2019,194.970001,199.460007,194.889999,199.210007,199.210007,14698600,Facebook
7/10/2019,200,202.960007,199.669998,202.729996,202.729996,20571700,Facebook
7/11/2019,203.259995,203.800003,200.210007,201.229996,201.229996,13678500,Facebook
7/12/2019,199.679993,205.300003,199.160004,204.869995,204.869995,15366300,Facebook
7/15/2019,204.25,205.330002,201.820007,203.910004,203.910004,16030300,Facebook
7/16/2019,203.889999,205.470001,203.100006,203.839996,203.839996,12132700,Facebook
7/17/2019,204.179993,204.360001,201.589996,201.800003,201.800003,12083700,Facebook
7/18/2019,200.149994,202.470001,199.380005,200.779999,200.779999,11956600,Facebook
7/19/2019,202.179993,202.330002,198.070007,198.360001,198.360001,12098300,Facebook
7/22/2019,199.910004,202.570007,198.809998,202.320007,202.320007,13589000,Facebook
7/23/2019,202.839996,204.240005,200.960007,202.360001,202.360001,14583700,Facebook
7/24/2019,197.630005,204.809998,197.220001,204.660004,204.660004,32532500,Facebook
7/25/2019,206.699997,208.660004,198.259995,200.710007,200.710007,39889900,Facebook
7/26/2019,200.190002,202.880005,196.25,199.75,199.75,24434000,Facebook
7/29/2019,199,199.630005,195.300003,195.940002,195.940002,16530800,Facebook
7/30/2019,195.389999,198.710007,193.5,197.039993,197.039993,11903600,Facebook
7/31/2019,196.949997,198.759995,192.679993,194.229996,194.229996,14593500,Facebook
8/1/2019,194.169998,198.470001,190.880005,192.729996,192.729996,17777000,Facebook
8/2/2019,191.100006,192.619995,188.070007,189.020004,189.020004,15297000,Facebook
8/5/2019,184.690002,185.669998,179.339996,181.729996,181.729996,23086700,Facebook
8/6/2019,183.690002,185.789993,183.089996,184.509995,184.509995,18035700,Facebook
8/7/2019,183.600006,186.369995,181.220001,185.149994,185.149994,15833200,Facebook
8/8/2019,186.619995,190.339996,184.050003,190.160004,190.160004,14828900,Facebook
8/9/2019,190,190.979996,187.119995,187.850006,187.850006,11058800,Facebook
8/12/2019,186.850006,187.589996,184.460007,185.369995,185.369995,10936300,Facebook
8/13/2019,185.520004,191.380005,185.369995,188.449997,188.449997,13577000,Facebook
8/14/2019,185.800003,185.990005,179.309998,179.710007,179.710007,18903700,Facebook
8/15/2019,180.949997,183.199997,180.029999,182.589996,182.589996,12925900,Facebook
8/16/2019,183.75,185.100006,182.360001,183.699997,183.699997,12654600,Facebook
8/19/2019,186.009995,187.5,184.850006,186.169998,186.169998,9691200,Facebook
8/20/2019,185.449997,186,182.389999,183.809998,183.809998,10083400,Facebook
8/21/2019,185,185.899994,183.139999,183.550003,183.550003,8398200,Facebook
8/22/2019,183.429993,184.110001,179.910004,182.039993,182.039993,10821400,Facebook
8/23/2019,180.839996,183.130005,176.660004,177.75,177.75,17323400,Facebook
8/26/2019,179.399994,180.5,178.240005,180.360001,180.360001,8773600,Facebook
8/27/2019,181.929993,184.039993,181.009995,181.300003,181.300003,14399600,Facebook
8/28/2019,180.529999,181.949997,178.919998,181.759995,181.759995,9386100,Facebook
8/29/2019,183.770004,186.080002,183.470001,185.570007,185.570007,10128700,Facebook
8/30/2019,186.779999,186.800003,183.460007,185.669998,185.669998,10774500,Facebook
9/3/2019,184,185.669998,182.110001,182.389999,182.389999,9779400,Facebook
9/4/2019,184.649994,187.75,183.889999,187.139999,187.139999,11308000,Facebook
9/5/2019,188.529999,191.360001,187.940002,190.899994,190.899994,13876700,Facebook
9/6/2019,190.210007,190.210007,186.350006,187.490005,187.490005,15226800,Facebook
9/9/2019,187.729996,188.979996,185.850006,188.759995,188.759995,14722400,Facebook
9/10/2019,187.440002,188.100006,184.550003,186.169998,186.169998,15455900,Facebook
9/11/2019,186.460007,189.440002,186.080002,188.490005,188.490005,11761700,Facebook
9/12/2019,189.860001,190.929993,187.229996,187.470001,187.470001,11419800,Facebook
9/13/2019,187.330002,187.970001,186.539993,187.190002,187.190002,11441100,Facebook
9/16/2019,186.929993,187.789993,185.770004,186.220001,186.220001,8444800,Facebook
9/17/2019,186.660004,188.320007,185.539993,188.080002,188.080002,9671100,Facebook
9/18/2019,188.089996,189.080002,186.009995,188.139999,188.139999,9681900,Facebook
9/19/2019,188.660004,191.100006,188.149994,190.139999,190.139999,10392700,Facebook
9/20/2019,190.660004,193.100006,188.119995,189.929993,189.929993,19934200,Facebook
9/23/2019,189.339996,190.100006,185.210007,186.820007,186.820007,13327600,Facebook
9/24/2019,187.979996,188.039993,180.389999,181.279999,181.279999,18546600,Facebook
9/25/2019,181.449997,183.419998,177.869995,182.800003,182.800003,18068300,Facebook
9/26/2019,181.330002,181.399994,177.669998,180.110001,180.110001,16083300,Facebook
9/27/2019,180.490005,180.759995,175.660004,177.100006,177.100006,14656200,Facebook
9/30/2019,177.869995,178.669998,176.850006,178.080002,178.080002,10740000,Facebook
10/1/2019,179.149994,179.839996,174.880005,175.809998,175.809998,17073000,Facebook
10/2/2019,174.839996,176.529999,173.089996,174.600006,174.600006,16151700,Facebook
10/3/2019,175.570007,179.839996,173.630005,179.380005,179.380005,16086300,Facebook
10/4/2019,179.550003,180.979996,178.100006,180.449997,180.449997,10430200,Facebook
10/7/2019,180,181.179993,178.089996,179.679993,179.679993,9178300,Facebook
10/8/2019,178.259995,180.369995,177.720001,177.75,177.75,9466900,Facebook
10/9/2019,179.160004,180.720001,177.940002,179.850006,179.850006,7556900,Facebook
10/10/2019,180.320007,181.610001,179.169998,180.029999,180.029999,8605000,Facebook
10/11/2019,182.149994,186.490005,182.139999,184.190002,184.190002,14930500,Facebook
10/14/2019,184.199997,184.619995,182.570007,183.279999,183.279999,7006000,Facebook
10/15/2019,183.800003,190.380005,183.660004,188.889999,188.889999,15039100,Facebook
10/16/2019,188.320007,189.699997,186.899994,189.550003,189.550003,10516900,Facebook
10/17/2019,190.300003,190.839996,188.770004,190.389999,190.389999,9603000,Facebook
10/18/2019,190.229996,191.490005,183.919998,185.850006,185.850006,16874200,Facebook
10/21/2019,187.039993,189.910004,186.75,189.759995,189.759995,8122600,Facebook
10/22/2019,190,190.649994,181.5,182.339996,182.339996,19537600,Facebook
10/23/2019,182.009995,186.380005,182,186.149994,186.149994,12300400,Facebook
10/24/2019,184.619995,186.729996,182.800003,186.380005,186.380005,11413500,Facebook
10/25/2019,185.830002,189,185.089996,187.889999,187.889999,8047400,Facebook
10/28/2019,187.199997,189.529999,185.080002,189.399994,189.399994,13657900,Facebook
10/29/2019,191.690002,192.529999,188.470001,189.309998,189.309998,13556200,Facebook
10/30/2019,189.559998,190.449997,185.979996,188.25,188.25,28389200,Facebook
10/31/2019,196.699997,198.089996,188.25,191.649994,191.649994,42247000,Facebook
11/1/2019,192.850006,194.110001,189.910004,193.619995,193.619995,21694500,Facebook
11/4/2019,194.550003,197.369995,193.809998,194.720001,194.720001,16371300,Facebook
11/5/2019,195.369995,195.75,193.600006,194.320007,194.320007,9942000,Facebook
11/6/2019,194.029999,194.369995,191.350006,191.550003,191.550003,10973000,Facebook
11/7/2019,191.910004,193.440002,189.470001,190.419998,190.419998,13473000,Facebook
11/8/2019,190,192.339996,189.699997,190.839996,190.839996,10760800,Facebook
11/11/2019,189.929993,190.080002,188.539993,189.610001,189.610001,8631200,Facebook
11/12/2019,190,195.059998,189.740005,194.470001,194.470001,17615500,Facebook
11/13/2019,194.699997,195.699997,192.740005,193.190002,193.190002,10860700,Facebook
11/14/2019,192.929993,194.029999,191.449997,193.149994,193.149994,9040500,Facebook
11/15/2019,194.259995,195.300003,193.380005,195.100006,195.100006,11524300,Facebook
11/18/2019,194.559998,198.630005,193.050003,197.399994,197.399994,16167200,Facebook
11/19/2019,197.399994,200,196.860001,199.320007,199.320007,19056800,Facebook
11/20/2019,198.580002,199.589996,195.429993,197.509995,197.509995,12355400,Facebook
11/21/2019,197.419998,199.089996,196.860001,197.929993,197.929993,12131000,Facebook
11/22/2019,198.380005,199.300003,197.619995,198.820007,198.820007,9959800,Facebook
11/25/2019,199.520004,200.970001,199.25,199.789993,199.789993,15272300,Facebook
11/26/2019,200,200.149994,198.039993,198.970001,198.970001,11735500,Facebook
11/27/2019,199.899994,203.139999,199.419998,202,202,12736600,Facebook
11/29/2019,201.600006,203.800003,201.210007,201.639999,201.639999,7985200,Facebook
12/2/2019,202.130005,202.179993,198.050003,199.699997,199.699997,11503400,Facebook
12/3/2019,197.600006,198.929993,195.080002,198.820007,198.820007,11595300,Facebook
12/4/2019,200,200.029999,198.050003,198.710007,198.710007,8456300,Facebook
12/5/2019,199.860001,201.289993,198.210007,199.360001,199.360001,9740400,Facebook
12/6/2019,200.5,201.570007,200.059998,201.050003,201.050003,12270600,Facebook
12/9/2019,200.649994,203.139999,200.210007,201.339996,201.339996,11954800,Facebook
12/10/2019,201.660004,202.050003,200.149994,200.869995,200.869995,9475700,Facebook
12/11/2019,200.279999,202.630005,200.279999,202.259995,202.259995,8036800,Facebook
12/12/2019,202.350006,203.660004,194.100006,196.75,196.75,23734800,Facebook
12/13/2019,196.399994,196.800003,193.169998,194.110001,194.110001,18798000,Facebook
12/16/2019,195.270004,199.119995,194.809998,197.919998,197.919998,14911500,Facebook
12/17/2019,198.839996,199,196.130005,198.389999,198.389999,10175700,Facebook
12/18/2019,200.089996,204.300003,200.089996,202.5,202.5,23274400,Facebook
12/19/2019,202.779999,206.300003,202.509995,206.059998,206.059998,16514600,Facebook
12/20/2019,207.479996,207.710007,203.429993,206.300003,206.300003,27306900,Facebook
12/23/2019,206.699997,208.589996,205.679993,206.179993,206.179993,13348900,Facebook
12/24/2019,206.300003,206.789993,205,205.119995,205.119995,6046300,Facebook
12/26/2019,205.570007,207.820007,205.309998,207.789993,207.789993,9350700,Facebook
12/27/2019,208.669998,208.929993,206.589996,208.100006,208.100006,10284200,Facebook
12/30/2019,207.860001,207.899994,203.899994,204.410004,204.410004,10524300,Facebook
12/31/2019,204,205.559998,203.600006,205.25,205.25,8953500,Facebook
1/2/2020,206.75,209.789993,206.270004,209.779999,209.779999,12077100,Facebook
1/3/2020,207.210007,210.399994,206.949997,208.669998,208.669998,11188400,Facebook
1/6/2020,206.699997,212.779999,206.520004,212.600006,212.600006,17058900,Facebook
1/7/2020,212.820007,214.580002,211.75,213.059998,213.059998,14912400,Facebook
1/8/2020,213,216.240005,212.610001,215.220001,215.220001,13475000,Facebook
1/9/2020,217.539993,218.380005,216.279999,218.300003,218.300003,12642800,Facebook
1/10/2020,219.199997,219.880005,217.419998,218.059998,218.059998,12119400,Facebook
1/13/2020,219.600006,221.970001,219.210007,221.910004,221.910004,14463400,Facebook
1/14/2020,221.610001,222.380005,218.630005,219.059998,219.059998,13288900,Facebook
1/15/2020,220.610001,221.679993,220.139999,221.149994,221.149994,10036500,Facebook
1/16/2020,222.570007,222.630005,220.389999,221.770004,221.770004,10015300,Facebook
1/17/2020,222.029999,222.289993,220.529999,222.139999,222.139999,15905900,Facebook
1/21/2020,222.160004,222.369995,219.119995,221.440002,221.440002,14275800,Facebook
1/22/2020,222.309998,222.75,221.279999,221.320007,221.320007,12212800,Facebook
1/23/2020,220.75,221.490005,219.270004,219.759995,219.759995,11195000,Facebook
1/24/2020,220.800003,221.779999,216.110001,217.940002,217.940002,11905800,Facebook
1/27/2020,213.100006,216.059998,212.5,214.869995,214.869995,13810700,Facebook
1/28/2020,216.139999,218.740005,213.520004,217.789993,217.789993,13413800,Facebook
1/29/2020,221.440002,224.199997,218.449997,223.229996,223.229996,33181300,Facebook
1/30/2020,206.529999,211.429993,204.75,209.529999,209.529999,48775500,Facebook
1/31/2020,208.429993,208.690002,201.059998,201.910004,201.910004,31359900,Facebook
2/3/2020,203.440002,205.139999,202.5,204.190002,204.190002,15510500,Facebook
2/4/2020,206.619995,210.600006,205.199997,209.830002,209.830002,19628900,Facebook
2/5/2020,212.509995,212.729996,208.710007,210.110001,210.110001,12538200,Facebook
2/6/2020,210.470001,211.190002,209.339996,210.850006,210.850006,10567500,Facebook
2/7/2020,210.300003,212.820007,209.929993,212.330002,212.330002,12242500,Facebook
2/10/2020,211.520004,213.800003,210.660004,213.059998,213.059998,11856400,Facebook
2/11/2020,210.190002,210.860001,206.509995,207.190002,207.190002,25030800,Facebook
2/12/2020,207.850006,211.220001,207.399994,210.759995,210.759995,13813700,Facebook
2/13/2020,209.520004,214.330002,209.179993,213.139999,213.139999,15396600,Facebook
2/14/2020,214,214.929993,212.649994,214.179993,214.179993,10741700,Facebook
2/18/2020,213.550003,217.979996,213.399994,217.800003,217.800003,15609200,Facebook
2/19/2020,217.990005,218.320007,216.110001,217.490005,217.490005,12135100,Facebook
2/20/2020,216.520004,218.770004,212.949997,214.580002,214.580002,13109200,Facebook
2/21/2020,213.479996,214.240005,208.830002,210.179993,210.179993,14092300,Facebook
2/24/2020,201.800003,203.649994,198.169998,200.720001,200.720001,23080100,Facebook
2/25/2020,202.25,203.5,195.949997,196.770004,196.770004,21433500,Facebook
2/26/2020,197.190002,201.210007,195.490005,197.199997,197.199997,16524500,Facebook
2/27/2020,191.820007,195.880005,189.5,189.75,189.75,21682600,Facebook
2/28/2020,182.699997,192.740005,181.820007,192.470001,192.470001,32583500,Facebook
3/2/2020,194.029999,196.570007,188.850006,196.440002,196.440002,24949000,Facebook
3/3/2020,196.220001,197.240005,183.970001,185.889999,185.889999,27984100,Facebook
3/4/2020,189.169998,191.830002,186.389999,191.759995,191.759995,23062500,Facebook
3/5/2020,186.779999,188.990005,183.889999,185.169998,185.169998,19333400,Facebook
3/6/2020,178.330002,183.779999,176.259995,181.089996,181.089996,24559600,Facebook
3/9/2020,169.600006,175,165.190002,169.5,169.5,29949000,Facebook
3/10/2020,174.669998,178.289993,169.5,178.190002,178.190002,24517800,Facebook
3/11/2020,174.009995,175.880005,167.660004,170.240005,170.240005,20373900,Facebook
3/12/2020,159.539993,166.600006,154.339996,154.470001,154.470001,43266300,Facebook
3/13/2020,163.529999,170.789993,157.600006,170.279999,170.279999,35028600,Facebook
3/16/2020,152.320007,159.130005,143.100006,146.009995,146.009995,39120400,Facebook
3/17/2020,150.740005,153.940002,140,149.419998,149.419998,34255600,Facebook
3/18/2020,139.75,148.179993,137.100006,146.960007,146.960007,37553100,Facebook
3/19/2020,146.619995,159.929993,144.800003,153.130005,153.130005,39862300,Facebook
3/20/2020,156.020004,159.270004,148,149.729996,149.729996,32568400,Facebook
3/23/2020,149.660004,152.309998,142.25,148.100006,148.100006,29830800,Facebook
3/24/2020,155.210007,161.309998,152.570007,160.979996,160.979996,30440400,Facebook
3/25/2020,158.919998,162.990005,153.059998,156.210007,156.210007,35184300,Facebook
3/26/2020,158.25,164,157.020004,163.339996,163.339996,26556800,Facebook
3/27/2020,158.199997,160.089996,154.75,156.789993,156.789993,24879900,Facebook
3/30/2020,159.179993,166.75,158.059998,165.949997,165.949997,22515200,Facebook
3/31/2020,165.479996,170.929993,164.199997,166.800003,166.800003,23676300,Facebook
4/1/2020,161.619995,164.149994,158.039993,159.600006,159.600006,19507600,Facebook
4/2/2020,159.100006,161.350006,155.919998,158.190002,158.190002,20886300,Facebook
4/3/2020,157.149994,157.910004,150.830002,154.179993,154.179993,25983300,Facebook
4/6/2020,160.149994,166.199997,158.509995,165.550003,165.550003,28453600,Facebook
4/7/2020,171.789993,173.389999,166.009995,168.830002,168.830002,31411900,Facebook
4/8/2020,171.25,175,167.740005,174.279999,174.279999,21664200,Facebook
4/9/2020,175.899994,177.080002,171.570007,175.190002,175.190002,23534300,Facebook
4/13/2020,173.669998,175,169.449997,174.789993,174.789993,19355400,Facebook
4/14/2020,178.979996,181.229996,176.619995,178.169998,178.169998,21011800,Facebook
4/15/2020,175.190002,178.190002,172.820007,176.970001,176.970001,17423000,Facebook
4/16/2020,177.949997,178.050003,172.509995,176.25,176.25,23593200,Facebook
4/17/2020,179.199997,180.279999,176.660004,179.240005,179.240005,20974800,Facebook
4/20/2020,177.410004,180.5,176.770004,178.240005,178.240005,16110700,Facebook
4/21/2020,175.25,175.380005,168.339996,170.800003,170.800003,24850500,Facebook
4/22/2020,178.449997,184.779999,178.139999,182.279999,182.279999,33369900,Facebook
4/23/2020,184.080002,187.050003,183.149994,185.130005,185.130005,21426600,Facebook
4/24/2020,183.229996,190.410004,180.830002,190.070007,190.070007,28868500,Facebook
4/27/2020,192.660004,193.75,187.410004,187.5,187.5,29197800,Facebook
4/28/2020,188.660004,189.199997,182.559998,182.910004,182.910004,21731000,Facebook
